MT-TF ENSG00000210049
FAM95B1 ENSG00000223839
GFPT2 ENSG00000131459
NPPB ENSG00000120937
PUS10 ENSG00000162927
RPL23AP86 ENSG00000262959
LBX1 ENSG00000138136
SNX18P8 ENSG00000231390
KIR3DL3 ENSG00000275433
C11orf24 ENSG00000171067
ABHD17B ENSG00000107362
LINC02681 ENSG00000229649
LBX1-AS1 ENSG00000227128
KIR2DL3 ENSG00000273947
RRM2 ENSG00000171848
SUN5 ENSG00000167098
LINC00363 ENSG00000232849
CNGA3 ENSG00000144191
NEK4P1 ENSG00000280681
ANKRD20A2 ENSG00000183148
OR7E158P ENSG00000254948
SOCS6 ENSG00000170677
OR7E161P ENSG00000206014
GPC6-AS2 ENSG00000224394
ARRDC2 ENSG00000105643
HNRNPA1P29 ENSG00000235784
AP1S3 ENSG00000152056
GPC6-AS1 ENSG00000236520
MAGED1 ENSG00000179222
ZNF185 ENSG00000147394
GPC6 ENSG00000183098
LINC01909 ENSG00000266258
MTND5P23 ENSG00000235080
ZNF90P2 ENSG00000233366
LIVAR ENSG00000266304
ASB2 ENSG00000278693
HLA-DRB2 ENSG00000227442
LINC02674 ENSG00000234952
MTND4P21 ENSG00000231777
NDST4 ENSG00000138653
SLC7A10 ENSG00000130876
MTND3P18 ENSG00000283865
CAVIN3 ENSG00000170955
WDR7 ENSG00000091157
MICB ENSG00000231372
CLEC4M ENSG00000104938
ERRFI1 ENSG00000116285
BCL6B ENSG00000161940
TPBG ENSG00000146242
MOG ENSG00000237834
WDFY1 ENSG00000085449
HLA-DRB1 ENSG00000206306
LMAN2 ENSG00000169223
MSGN1 ENSG00000151379
C2orf88 ENSG00000187699
KIR2DP1 ENSG00000278339
GLUD1P9 ENSG00000234349
CTSV ENSG00000136943
PGDP1 ENSG00000265273
LINC02292 ENSG00000258630
CECR9 ENSG00000231004
STAG2 ENSG00000101972
MSTN ENSG00000138379
LRP3 ENSG00000130881
FAM25E ENSG00000231122
CRYAA2 ENSG00000276076
ETF1P1 ENSG00000224108
CLMN ENSG00000165959
INPP1 ENSG00000151689
CD180 ENSG00000134061
INSM1 ENSG00000173404
TGM5 ENSG00000104055
MCCD1P2 ENSG00000231745
HLA-P ENSG00000261814
GTF2F2 ENSG00000188342
RPL7AP7 ENSG00000227030
CXADRP2 ENSG00000258712
IMPDH1P10 ENSG00000232133
MICG ENSG00000225763
CASC2 ENSG00000177640
CFLAR ENSG00000003402
SPAG4 ENSG00000061656
FAM120C ENSG00000184083
CXXC1 ENSG00000154832
HLA-W ENSG00000230915
MSH3 ENSG00000113318
ZBTB40-IT1 ENSG00000237200
KIR3DL1 ENSG00000278079
KCTD4 ENSG00000180332
LILRB2 ENSG00000276146
ZBTB40 ENSG00000184677
GP6 ENSG00000277439
LINC01910 ENSG00000266278
LARP7P3 ENSG00000265698
RPS2P6 ENSG00000214255
MRPS33P3 ENSG00000251308
GTSCR1 ENSG00000263417
AGAP4 ENSG00000188234
PSMD8 ENSG00000099341
CLUHP6 ENSG00000265279
RAB11FIP2 ENSG00000107560
SERPINB8P1 ENSG00000217707
HNRNPA1P7 ENSG00000215492
GUSB ENSG00000169919
KLHL14 ENSG00000197705
SH3GL3 ENSG00000140600
BCL9P1 ENSG00000249238
CNMD ENSG00000136110
IER3 ENSG00000237155
LINC02242 ENSG00000249736
MUC20 ENSG00000274843
NCBP3 ENSG00000074356
RNF138 ENSG00000134758
EXOC1L ENSG00000250821
LYSMD4 ENSG00000183060
HLA-N ENSG00000224372
TXNL1 ENSG00000091164
TRA2A ENSG00000164548
ATP5PDP1 ENSG00000261679
HCG20 ENSG00000224641
MTCO3P18 ENSG00000227661
RDH13 ENSG00000276684
CNOT6 ENSG00000113300
MTATP6P4 ENSG00000236590
WDR82 ENSG00000164091
UBQLN1P1 ENSG00000236405
KCNS3 ENSG00000170745
MUC20-OT1 ENSG00000280993
LINC01671 ENSG00000225431
ZGPAT ENSG00000197114
USP8P1 ENSG00000226050
YWHAE ENSG00000108953
RPF2P2 ENSG00000250693
COX6CP10 ENSG00000238008
TGM7 ENSG00000159495
RPS26P39 ENSG00000227586
GOT2P5 ENSG00000233634
PGAM4P2 ENSG00000248488
NCR3LG1 ENSG00000188211
GLYCTK-AS1 ENSG00000242797
IGHV3-53 ENSG00000282593
IGHVII-53-1 ENSG00000281923
LINC02641 ENSG00000230131
IGHV3-54 ENSG00000282383
SLK ENSG00000065613
KRT18P21 ENSG00000250363
DDX11L10 ENSG00000233614
IGHV4-55 ENSG00000282616
GLYCTK ENSG00000168237
IGHV7-56 ENSG00000282504
RPL35AP23 ENSG00000264217
IGHV3-57 ENSG00000282794
LLPHP2 ENSG00000235514
PARGP1 ENSG00000239883
WBP11P1 ENSG00000260389
GABPA ENSG00000154727
BPIFB2 ENSG00000078898
MEP1B ENSG00000141434
GRAMD4P6 ENSG00000258848
BCAP31 ENSG00000185825
H2AFV ENSG00000105968
KIR2DL1 ENSG00000273510
WDR7-OT1 ENSG00000267225
SLC16A13 ENSG00000174327
MTCO2P18 ENSG00000234480
OLA1P1 ENSG00000272813
NDUFA6-DT ENSG00000273616
SCD ENSG00000099194
TBL1Y ENSG00000092377
DPY19L4 ENSG00000156162
SLC16A11 ENSG00000174326
TTLL3 ENSG00000214021
NDUFA6 ENSG00000272765
LINC02570 ENSG00000231522
ZCCHC2 ENSG00000141664
MICC ENSG00000226577
SMDT1 ENSG00000272901
RDM1 ENSG00000276432
DDR1-DT ENSG00000224360
PRKCE ENSG00000171132
RNF125 ENSG00000101695
IL1RAPL1 ENSG00000169306
LINC02497 ENSG00000251182
LCMT2 ENSG00000168806
LINC02498 ENSG00000283083
BCS1L ENSG00000074582
MTCO1P18 ENSG00000237910
TMPOP1 ENSG00000229068
KIR2DL4 ENSG00000276779
LINC02501 ENSG00000249882
SUCLA2P1 ENSG00000224936
NLRP6 ENSG00000174885
RANP1 ENSG00000236603
OR6M1 ENSG00000196099
LINC01934 ENSG00000234663
OR6M2P ENSG00000254613
CABLES1 ENSG00000134508
ATP5PF ENSG00000154723
OR6M3P ENSG00000254430
GAREM1 ENSG00000141441
DEFB136 ENSG00000205884
TMEM225 ENSG00000204300
POU6F2-AS1 ENSG00000224122
DEFB135 ENSG00000205883
KIF16B ENSG00000089177
POU6F2-AS2 ENSG00000233854
KCNIP1 ENSG00000182132
DEFB134 ENSG00000205882
GPX1 ENSG00000233276
POU6F2 ENSG00000106536
UBE2E3 ENSG00000170035
RPS18P13 ENSG00000243455
DEFB131E ENSG00000254507
THRB-IT1 ENSG00000224822
LIME1 ENSG00000203896
RPL31P20 ENSG00000229756
THRB-AS1 ENSG00000228791
NR2F1 ENSG00000175745
OR8D4 ENSG00000181518
KIR3DP1 ENSG00000277560
KIAA2013 ENSG00000116685
KIR2DS4 ENSG00000273526
DEFB131C ENSG00000254700
MTRNR2L2 ENSG00000271043
DEFB130B ENSG00000233050
EIF3KP2 ENSG00000233544
DHFR ENSG00000228716
TRIB1 ENSG00000173334
RNPS1P1 ENSG00000250896
THRB ENSG00000151090
KLRG2 ENSG00000188883
AMELY ENSG00000099721
C9orf85 ENSG00000155621
EPHA8 ENSG00000070886
NR2F1-AS1 ENSG00000237187
GOLGA6L11P ENSG00000223698
DEFB108D ENSG00000255544
HIST1H2BPS3 ENSG00000226908
ASCC2 ENSG00000100325
YWHAZP4 ENSG00000213131
SF3B1 ENSG00000115524
KCND1 ENSG00000102057
GPR143P ENSG00000232583
CLEC4GP1 ENSG00000268297
ATP5PFP1 ENSG00000237701
IGHV1-58 ENSG00000282337
ZBTB46-AS1 ENSG00000231208
HSPB1P1 ENSG00000236060
TMEM241 ENSG00000134490
ZNF705D ENSG00000215343
TNFRSF6B ENSG00000243509
RPL10P15 ENSG00000267119
HS3ST1 ENSG00000002587
TXNDC11 ENSG00000153066
LAP3P1 ENSG00000220091
FBXL12 ENSG00000127452
KCNJ11 ENSG00000187486
CLK2P1 ENSG00000232553
UBE3D ENSG00000118420
EXOSC3P2 ENSG00000269763
SLC2A4RG ENSG00000125520
MTDHP3 ENSG00000268433
RPL5P18 ENSG00000220744
MTDHP4 ENSG00000268535
IREB2 ENSG00000136381
CCDC126 ENSG00000169193
FLOT2 ENSG00000132589
LINC02603 ENSG00000230262
CLEC2L ENSG00000236279
INE1 ENSG00000224975
MUCL3 ENSG00000168631
VDAC1P11 ENSG00000237679
ZNF169 ENSG00000175787
UBA1 ENSG00000130985
JPH2 ENSG00000149596
ERHP1 ENSG00000254270
SFTA2 ENSG00000196260
FCF1P1 ENSG00000227436
PIGFP3 ENSG00000227592
FAM90A2P ENSG00000205879
HCG21 ENSG00000233529
FAM66D ENSG00000255052
RPLP0P1 ENSG00000226229
RGS14 ENSG00000169220
EEF1B2P2 ENSG00000213864
JAM2 ENSG00000154721
LINC02219 ENSG00000253787
SHLD1 ENSG00000171984
ZDHHC2 ENSG00000104219
KCNMB1 ENSG00000145936
MAGEB2 ENSG00000099399
ALOX5AP ENSG00000132965
LINC01952 ENSG00000234183
SNN ENSG00000184602
RTEL1-TNFRSF6B ENSG00000026036
DEFB109D ENSG00000254866
SARM1 ENSG00000004139
USP17L2 ENSG00000223443
USP17L7 ENSG00000226430
ACAD8 ENSG00000151498
SNRPB2 ENSG00000125870
CHGB ENSG00000089199
SLC28A2 ENSG00000137860
GET4 ENSG00000239857
RFPL4AP5 ENSG00000248720
HLA-DQB1-AS1 ENSG00000223534
SALL2 ENSG00000165821
BRICD5 ENSG00000182685
HLA-DQB1 ENSG00000179344
LINC00861 ENSG00000245164
TPT1P1 ENSG00000234107
KANK1P1 ENSG00000215589
POLR2J2 ENSG00000228049
ARFRP1 ENSG00000101246
INPP4A ENSG00000040933
PSMC1P3 ENSG00000231244
KRT8P51 ENSG00000223657
BTRC ENSG00000166167
CHRM2 ENSG00000181072
SOD1P3 ENSG00000253651
MLST8 ENSG00000167965
IGHVII-60-1 ENSG00000282082
KNOP1P5 ENSG00000250563
SPDYE2 ENSG00000205238
IGHV4-61 ENSG00000282451
IGHV3-60 ENSG00000282586
IGHV4-59 ENSG00000282691
TMEM37 ENSG00000171227
DECR2 ENSG00000274296
GOLM1 ENSG00000135052
SLC46A1 ENSG00000076351
IGHV3-62 ENSG00000282414
IGHVII-62-1 ENSG00000282099
IGHV3-63 ENSG00000282560
POLR2J3 ENSG00000285437
MAGEB3 ENSG00000198798
KAT6A ENSG00000083168
FDX1P2 ENSG00000227054
RNGTTP1 ENSG00000237731
PPARG ENSG00000132170
FGF13-AS1 ENSG00000226031
GSTK1 ENSG00000197448
MAGEB1 ENSG00000214107
FGF13 ENSG00000129682
PURB ENSG00000146676
MAGEB4 ENSG00000120289
UPK3BL1 ENSG00000267368
TRAPPC2 ENSG00000196459
HLA-DQA1 ENSG00000206305
LTBP4 ENSG00000090006
NAPGP2 ENSG00000275906
TMEM199 ENSG00000244045
SUN1 ENSG00000164828
PPIAP9 ENSG00000225317
MUC21 ENSG00000204544
SPDYE2B ENSG00000173678
MUC22 ENSG00000261272
RPL15P4 ENSG00000232572
SKP2 ENSG00000145604
ZNF142 ENSG00000115568
UPK3BL2 ENSG00000284981
HCG22 ENSG00000228789
LINC02506 ENSG00000251129
CECR2 ENSG00000099954
POLR2J3 ENSG00000168255
SEBOX ENSG00000274529
CAMK1 ENSG00000134072
C6orf15 ENSG00000204542
MTND2P18 ENSG00000234939
VTN ENSG00000109072
OLMALINC ENSG00000235823
C1QA ENSG00000173372
CDSN ENSG00000204539
PSORS1C1 ENSG00000204540
C9orf57 ENSG00000204669
PLXDC2 ENSG00000120594
RIPK1 ENSG00000137275
TTC39CP1 ENSG00000250627
EIF3KP3 ENSG00000250442
C9orf153 ENSG00000187753
GPBAR1 ENSG00000179921
LINC02353 ENSG00000251329
NCMAP ENSG00000184454
WASIR2 ENSG00000231439
PSORS1C2 ENSG00000204538
IL9RP3 ENSG00000226942
NDUFB4P7 ENSG00000225428
VN1R84P ENSG00000268117
IGHV3-64 ENSG00000274236
HLA-G ENSG00000235346
WASH4P ENSG00000234769
LINC01541 ENSG00000260676
C1QC ENSG00000159189
BTF3P4 ENSG00000224820
TCEA1P1 ENSG00000197214
IGHV3-65 ENSG00000282821
IGHVII-65-1 ENSG00000282018
HUNK-AS1 ENSG00000237138
EEF1A1P9 ENSG00000249264
HUNK ENSG00000142149
SMCR2 ENSG00000223979
ZNF100 ENSG00000197020
GAS2L1P2 ENSG00000228376
IGHV3-66 ENSG00000282045
SLC10A5 ENSG00000253598
MTRNR2L13 ENSG00000270394
LINC01899 ENSG00000265352
BLK ENSG00000136573
OGG1 ENSG00000114026
VN1R51P ENSG00000228038
CEBPA ENSG00000245848
IGHV1-67 ENSG00000282439
TRMT112P1 ENSG00000250272
SLC20A1P1 ENSG00000282117
CEP170B ENSG00000099814
IGHVII-67-1 ENSG00000282652
NUTM2F ENSG00000130950
FAM220CP ENSG00000213612
SCGB3A1 ENSG00000161055
IGHVIII-67-2 ENSG00000282016
OCA2 ENSG00000104044
IGHVIII-67-3 ENSG00000282161
SNRNP25 ENSG00000161981
IGHVIII-67-4 ENSG00000282808
TMX2-CTNND1 ENSG00000254462
CLCP1 ENSG00000232305
LINC00398 ENSG00000237879
SELENOH ENSG00000211450
SLC25A18 ENSG00000182902
SKOR2 ENSG00000215474
ZBTB46 ENSG00000130584
C1QB ENSG00000173369
TRMT6 ENSG00000089195
BRI3BPP1 ENSG00000269136
TMX2 ENSG00000213593
TRPM2-AS ENSG00000230061
TEX26 ENSG00000175664
ELDR ENSG00000280890
FAM90A24P ENSG00000215354
RASA4 ENSG00000105808
POLR3K ENSG00000161980
CALM1P2 ENSG00000230564
TRPM2 ENSG00000142185
SUMO1 ENSG00000116030
SOGA3 ENSG00000214338
MEDAG ENSG00000102802
PHLPP1 ENSG00000081913
HMGN2P40 ENSG00000260602
PLCE1P1 ENSG00000276940
TMEM139 ENSG00000178826
STK19 ENSG00000236250
AKR1B1 ENSG00000085662
NR0B1 ENSG00000169297
HLA-K ENSG00000232708
NRP2 ENSG00000118257
HCG4P8 ENSG00000231430
LINC00545 ENSG00000236094
RBMX2 ENSG00000134597
DNAJA1P6 ENSG00000228045
HLA-A ENSG00000235657
CFLAR-AS1 ENSG00000226312
TEX26-AS1 ENSG00000224743
KIAA0408 ENSG00000189367
CXorf21 ENSG00000120280
PAQR4 ENSG00000162073
LINC00159 ENSG00000230323
PIAS1 ENSG00000033800
RHOG ENSG00000177105
PPIAP42 ENSG00000213592
BTBD18 ENSG00000233436
SCGN ENSG00000079689
MTND1P26 ENSG00000234576
OSER1 ENSG00000132823
TLCD2 ENSG00000185561
MED15P3 ENSG00000226831
KREMEN2 ENSG00000131650
PTMAP12 ENSG00000282886
ACTA2 ENSG00000107796
EIF4BP9 ENSG00000237294
LINC01901 ENSG00000267413
FAM221A ENSG00000188732
LINC01902 ENSG00000283503
OSER1-DT ENSG00000223891
LYPD6B ENSG00000150556
USP50 ENSG00000170236
LINC01477 ENSG00000261715
RPL5P32 ENSG00000228992
STK10 ENSG00000072786
NIFKP1 ENSG00000214434
SREBF1 ENSG00000072310
LINC02309 ENSG00000258994
LINC01194 ENSG00000248131
LINC01148 ENSG00000258804
CTNND1 ENSG00000198561
ZNF875 ENSG00000181666
INS-IGF2 ENSG00000129965
DXO ENSG00000234798
STUB1 ENSG00000103266
IGF2 ENSG00000167244
DDR1 ENSG00000230456
ERICH2 ENSG00000204334
BRD8 ENSG00000112983
LINC01124 ENSG00000222033
EIF2S2P4 ENSG00000128692
HDDC2 ENSG00000111906
HCG14 ENSG00000224157
MAT2A ENSG00000168906
TXNP5 ENSG00000228236
WDR37 ENSG00000047056
UBL5 ENSG00000198258
USP8 ENSG00000138592
SYNE3 ENSG00000176438
RPS2 ENSG00000140988
GAD1 ENSG00000128683
FAM90A12P ENSG00000254229
CSPG4P2Y ENSG00000244231
CSPG4P3Y ENSG00000172342
APH1B ENSG00000138613
DNM1P24 ENSG00000242854
CKS1BP6 ENSG00000178556
BPIFB6 ENSG00000167104
R3HCC1L ENSG00000166024
PKMYT1 ENSG00000127564
ALG1L11P ENSG00000249889
TPD52L1 ENSG00000111907
LMAN2L ENSG00000114988
FAM86B1 ENSG00000186523
GGCX ENSG00000115486
AFG3L2 ENSG00000141385
KIR3DL2 ENSG00000275416
TREH ENSG00000118094
LILRA6 ENSG00000277177
PRELID1P2 ENSG00000217408
HNRNPA1P76 ENSG00000255141
ACTA2-AS1 ENSG00000180139
RPS29P20 ENSG00000240385
EMC9 ENSG00000100908
STIM1 ENSG00000167323
INS ENSG00000254647
B3GALT5 ENSG00000183778
MFSD14B ENSG00000148110
TUBB6 ENSG00000176014
B3GALT5-AS1 ENSG00000184809
OR7E96P ENSG00000227013
JMJD8 ENSG00000161999
STAMBPL1 ENSG00000138134
TADA3 ENSG00000171148
ATG16L2 ENSG00000168010
YRDCP1 ENSG00000278486
POTEB3 ENSG00000278522
ENPP7P1 ENSG00000249188
TIMM23 ENSG00000265354
FAM85B ENSG00000253893
SMCR5 ENSG00000226746
RAI1-AS1 ENSG00000237328
RAI1 ENSG00000108557
SNRPCP17 ENSG00000254311
BCL2 ENSG00000171791
IGF2-AS ENSG00000099869
PSME1 ENSG00000092010
SCUBE3 ENSG00000146197
ADARB2 ENSG00000185736
PRIMA1 ENSG00000175785
SRPK3 ENSG00000184343
BIN3 ENSG00000147439
TRIP10 ENSG00000125733
PHLDB1 ENSG00000019144
SMPD1 ENSG00000166311
C5orf22 ENSG00000082213
GOLGA2P2Y ENSG00000239533
FBP2 ENSG00000130957
ADARB2-AS1 ENSG00000205696
RAB33B ENSG00000172007
LINC00200 ENSG00000229205
TBC1D20 ENSG00000125875
FAM181A-AS1 ENSG00000258584
PCAT7 ENSG00000231806
MGARP ENSG00000137463
FBP1 ENSG00000165140
FAM181A ENSG00000140067
LINC02296 ENSG00000258859
LINC02330 ENSG00000258770
TRIM27 ENSG00000204713
NCOA4 ENSG00000266412
NDUFC1 ENSG00000109390
PNMA5 ENSG00000198883
RPUSD3 ENSG00000156990
CCDC197 ENSG00000280668
EVI5L ENSG00000142459
UBE2Q2P4Y ENSG00000225491
LINC00265-2P ENSG00000224827
MIS18A-AS1 ENSG00000227256
PPIAP40 ENSG00000230593
MIS18A ENSG00000159055
FTLP2 ENSG00000232368
LINC00266-2P ENSG00000248792
CICP2 ENSG00000233740
NHLRC1 ENSG00000187566
MCF2L-AS1 ENSG00000235280
MIR4527HG ENSG00000267761
GLB1L3 ENSG00000166105
NF1P9 ENSG00000281347
PNMA3 ENSG00000183837
LRRC74B ENSG00000187905
RPL6P21 ENSG00000223445
MCF2L ENSG00000126217
SP5 ENSG00000204335
HPCAL1 ENSG00000115756
PNMA6A ENSG00000235961
GPR26 ENSG00000154478
RBMY2XP ENSG00000234399
RPS6KA2 ENSG00000071242
FZD4-DT ENSG00000246523
NAA15 ENSG00000164134
BNIP3P27 ENSG00000268438
PNMA6B ENSG00000268883
HNRNPCP8 ENSG00000254748
CYP2D7 ENSG00000263181
ZNF43 ENSG00000198521
ATIC ENSG00000138363
TTTY17B ENSG00000227439
ZFP57 ENSG00000226858
MAGEA1 ENSG00000198681
URB1 ENSG00000142207
CNNM4 ENSG00000158158
CCND3P1 ENSG00000224473
FAS ENSG00000026103
CCAR2 ENSG00000158941
MTCO3P1 ENSG00000235040
CRK ENSG00000167193
ARSH ENSG00000205667
HLA-DQB3 ENSG00000226030
ELMO2P1 ENSG00000276172
ZNRD1ASP ENSG00000225618
EPHB2 ENSG00000133216
TRIM60P5Y ENSG00000224210
MAP3K8 ENSG00000107968
LANCL2 ENSG00000132434
ZNF736P12Y ENSG00000232003
HMGB1P23 ENSG00000253770
HLA-DQB1-AS1 ENSG00000233744
OR5P3 ENSG00000182334
KIF13B ENSG00000197892
TUBA3GP ENSG00000249680
ABCD1 ENSG00000101986
OR5P4P ENSG00000227892
HLA-DQB1 ENSG00000206302
TPMTP1 ENSG00000267156
ADAL ENSG00000168803
OVCH2 ENSG00000183378
ARPC4-TTLL3 ENSG00000250151
PGP ENSG00000184207
NSMAF ENSG00000035681
CALML4 ENSG00000129007
IMPG1 ENSG00000112706
OR4D5 ENSG00000171014
CARS-AS1 ENSG00000282355
OTUB2 ENSG00000277276
OR6T1 ENSG00000181499
MRAP ENSG00000170262
CARS ENSG00000278191
POLR2LP1 ENSG00000238211
OR5P2 ENSG00000183303
OTOR ENSG00000125879
NFKB1 ENSG00000109320
OR10AB1P ENSG00000176716
OR10S1 ENSG00000196248
HLA-DQA2 ENSG00000237541
OR5P1P ENSG00000166408
OR10G6 ENSG00000198674
DEPDC5 ENSG00000100150
OR10G5P ENSG00000226461
PLXNB3 ENSG00000198753
OR10G4 ENSG00000254737
OR5E1P ENSG00000170688
HLA-W ENSG00000234849
ARPC4 ENSG00000241553
SOD2 ENSG00000112096
MCCD1P2 ENSG00000231719
LINC01066 ENSG00000230403
PUDPP3 ENSG00000214245
LINC01120 ENSG00000223631
LILRA3 ENSG00000276175
ZDHHC20P1 ENSG00000235507
ZNRD1 ENSG00000236949
ZIK1P1 ENSG00000237426
MYO1G ENSG00000136286
DDX39B ENSG00000215425
ART2BP ENSG00000237408
IGSF5 ENSG00000183067
TCTA ENSG00000145022
BPIFB3 ENSG00000186190
ART2P ENSG00000238048
DSN1 ENSG00000149636
SH2D1A ENSG00000183918
GDAP1L1 ENSG00000124194
TBXAS1 ENSG00000059377
MRPS33 ENSG00000090263
RHOA-IT1 ENSG00000235908
RHOA ENSG00000067560
SH3KBP1 ENSG00000147010
MTCO3P1 ENSG00000229710
RPS29P14 ENSG00000229054
LINC02203 ENSG00000284988
GNAQP1 ENSG00000214077
NPM1P34 ENSG00000232054
DYNLT3P1 ENSG00000232241
NT5C3A ENSG00000122643
MRPL44 ENSG00000135900
TEX13D ENSG00000282419
OR11K1P ENSG00000259324
TTTY4B ENSG00000235412
HSPA8P20 ENSG00000234564
LINC02203 ENSG00000280709
PCSK2 ENSG00000125851
GPBP1 ENSG00000062194
FCHSD2 ENSG00000137478
CNNM3-DT ENSG00000273265
SLC10A2 ENSG00000125255
BPY2B ENSG00000183795
HLA-H ENSG00000237218
OR10G9 ENSG00000236981
PNMA6F ENSG00000225110
MICALL1 ENSG00000100139
LINC01537 ENSG00000227467
OR10G8 ENSG00000234560
HLA-T ENSG00000224693
NADSYN1 ENSG00000172890
DDX39BP1 ENSG00000229364
MCCD1P1 ENSG00000223860
IL3RA ENSG00000185291
ASB2 ENSG00000100628
SEMA4F ENSG00000135622
ETNPPL ENSG00000164089
CPXM2 ENSG00000121898
TMEM178B ENSG00000261115
ADAMTSL3 ENSG00000156218
NDUFB10P2 ENSG00000261624
PHBP15 ENSG00000262648
ZNF33CP ENSG00000235197
ETF1P1 ENSG00000235764
LRP5 ENSG00000162337
WDR95P ENSG00000231894
HLA-J ENSG00000234074
HLA-K ENSG00000229959
HNRNPA1P32 ENSG00000213778
HCG4B ENSG00000236033
ZNF25 ENSG00000175395
HLA-DQB2 ENSG00000232629
WTAP ENSG00000146457
DDX39BP2 ENSG00000228458
MCCD1P1 ENSG00000230357
MICD ENSG00000226713
DDX39BP1 ENSG00000228891
HLA-U ENSG00000233239
PGGHG ENSG00000142102
HLA-T ENSG00000229293
HCG4B ENSG00000231941
HLA-H ENSG00000227669
ISCA1 ENSG00000135070
LINC02540 ENSG00000236635
HCG9 ENSG00000234313
PSD ENSG00000059915
CDC23 ENSG00000094880
SLC25A5P9 ENSG00000251078
GATM ENSG00000171766
ZNF275 ENSG00000063587
PROSER1 ENSG00000120685
FITM2 ENSG00000197296
TPMT ENSG00000137364
AAMP ENSG00000127837
LYZL2 ENSG00000151033
SIT1 ENSG00000137078
TRIM60P10Y ENSG00000232976
HIBADH ENSG00000106049
MYO3A ENSG00000095777
LINC-ROR ENSG00000258609
ZNF736P2Y ENSG00000226270
PNMA6E ENSG00000214897
R3HDML ENSG00000101074
PDHB ENSG00000168291
RPS6KA2-IT1 ENSG00000232082
BOD1L2 ENSG00000228075
LINC01556 ENSG00000204709
TRIM60P11Y ENSG00000227837
ARHGEF10 ENSG00000274726
LINC02565 ENSG00000267726
HTR1B ENSG00000135312
ST8SIA3 ENSG00000177511
RNASET2 ENSG00000026297
RPS6P7 ENSG00000219253
FBXL15 ENSG00000107872
CLN6 ENSG00000128973
PLA2G4E-AS1 ENSG00000246740
PLA2G4E ENSG00000188089
OR10G7 ENSG00000182634
GLYAT ENSG00000149124
KIF20A ENSG00000112984
OR10D5P ENSG00000213182
OR10D4P ENSG00000186268
OR10N1P ENSG00000213181
ONECUT2 ENSG00000119547
SPATA5L1 ENSG00000171763
HLA-U ENSG00000236706
KRT18P1 ENSG00000228666
HLA-DOB ENSG00000241106
CNNM3 ENSG00000168763
GNAT1 ENSG00000114349
TUBAP4 ENSG00000261665
LILRA5 ENSG00000274914
HCG15 ENSG00000227214
COA5 ENSG00000183513
LINC01309 ENSG00000234551
ODC1 ENSG00000115758
PCP4 ENSG00000183036
IL12RB1 ENSG00000096996
ACAT2 ENSG00000120437
WNT8B ENSG00000075290
LINC00700 ENSG00000234962
PLA2R1 ENSG00000153246
SEZ6L ENSG00000100095
PPIAP41 ENSG00000254463
ENPP1 ENSG00000197594
ANKRD23 ENSG00000163126
TAP2 ENSG00000204267
RPL35AP26 ENSG00000243607
TTC17 ENSG00000052841
NOC2LP2 ENSG00000217950
IGHV1-68 ENSG00000282055
IGHV1-69 ENSG00000282350
ZNF311 ENSG00000197935
HYKK ENSG00000188266
TECTA ENSG00000109927
PIK3R1 ENSG00000145675
RHOQP2 ENSG00000232742
BCRP2 ENSG00000169668
HNRNPH1P1 ENSG00000220305
HLA-DQB3 ENSG00000224197
CYP2D8P ENSG00000262055
SEL1L3 ENSG00000091490
INGX ENSG00000243468
FOXD4L4 ENSG00000184659
TCP1 ENSG00000120438
OR10A6 ENSG00000279000
DLG5-AS1 ENSG00000282770
IGKV1OR-3 ENSG00000204776
DENND11 ENSG00000257093
PTN ENSG00000105894
POM121L7P ENSG00000239511
RPL17P45 ENSG00000267664
OR10A3 ENSG00000170683
TAF1 ENSG00000147133
E2F6P2 ENSG00000224688
OR2AD1P ENSG00000223677
IGHV2-70D ENSG00000282482
SLC25A6 ENSG00000169100
LINC02662 ENSG00000231326
OFD1 ENSG00000046651
IGHV3-69-1 ENSG00000282421
SHLD2P2 ENSG00000259096
HIPK2 ENSG00000064393
LINC00208 ENSG00000170983
IGHV1-69-2 ENSG00000275148
BNIP3P28 ENSG00000271095
KDSR ENSG00000119537
MTDHP2 ENSG00000269615
ZNF208 ENSG00000160321
KRCC1 ENSG00000172086
OR2W1 ENSG00000204704
AGK ENSG00000006530
HLA-DQA2 ENSG00000225103
ANKRD39 ENSG00000213337
GALC ENSG00000054983
FCAR ENSG00000273738
OR2P1P ENSG00000236909
C16orf91 ENSG00000174109
NLRP10 ENSG00000182261
IGHV1-69D ENSG00000282399
IGHV2-70 ENSG00000282453
SNURFL ENSG00000173954
LINC02484 ENSG00000248685
TBCEL ENSG00000154114
IGHV3-71 ENSG00000282679
BMS1P13 ENSG00000231701
NPM1P1 ENSG00000267652
LINC01714 ENSG00000227634
THUMPD2 ENSG00000138050
MEI4 ENSG00000269964
HORMAD2-AS1 ENSG00000227117
MAST3 ENSG00000099308
RAMACL ENSG00000235272
ZFP92 ENSG00000189420
RPS6KA2-AS1 ENSG00000231654
SELENOKP2 ENSG00000219532
MTMR3 ENSG00000100330
UBXN1 ENSG00000162191
CASZ1 ENSG00000130940
CCDC154 ENSG00000197599
MZT2A ENSG00000173272
DDX24 ENSG00000273761
CLEC10A ENSG00000132514
API5 ENSG00000166181
GK-IT1 ENSG00000229331
GK ENSG00000198814
FNIP1 ENSG00000217128
